Member_number,Date,itemDescription
4361,05-09-2015,A&D Monólogo Malvasia Fina P70
1922,22-09-2015,A to Z Wine
4728,06-09-2015,A Blooming Hill 2009 Pinot Gris
3646,08-08-2015,Aces 2010 Seven Deuce White
1155,10-08-2015,A Blooming Hill 2008 Pinot Noir
2119,11-06-2015,Aces 2010 Flush Bush
1602,29-08-2015,A Grower's Touch Chadronnay
1074,24-06-2015,Abbazia Prosecco Spumante
2256,11-04-2015,Adrice 2016 Leadfoot Louie
1348,17-09-2015,Aces 2010 Seven Deuce White
3806,28-08-2015,A Blooming Hill 2008 Mingle
1711,06-06-2015,Aces 2010 Seven Deuce White
3959,12-04-2015,Adrice 2016 La Montagna Nebbiolo
1590,15-08-2015,Abacela Wines
1962,08-06-2015,A Blooming Hill 2008 Mingle
1766,21-01-2015,A&D Quinta Dos Espinhosos
2551,21-10-2015,A Grower's Touch Chadronnay
2294,23-09-2015,A Grower's Touch Semillon
4531,29-05-2015,A Grower's Touch Semillon
2957,12-04-2015,A Grower's Touch Semillon
4415,27-01-2015,A Blooming Hill 2009 Pinot Gris
1476,26-08-2015,A&D Monólogo Avesso P67
3978,23-07-2015,A&D Monólogo Avesso P67 Essência
2062,22-09-2015,A Blooming Hill 2008 Pinot Noir
3252,28-06-2015,A Blooming Hill 2009 Chardonnay
3922,24-06-2015,A Blooming Hill 2008 Pinot Noir
1491,17-10-2015,A&D Monólogo Sauvignon Blanc P704
3526,26-08-2015,Adastra 2012 Chardonnay
4060,11-12-2015,Ad Hoc 'The Riddler' Sparkling Wine
1067,08-04-2015,A&D Monólogo Malvasia Fina P70
2840,27-01-2015,Adelsheim Caitlin’s Reserve Chardonnay (all vintages)
4484,27-11-2015,A Blooming Hill 2009 Pinot Noir
2353,07-02-2015,AA Badenhorst Family Wines
3130,18-02-2015,AA Badenhorst Family Wines
4273,14-06-2015,A Blooming Hill 2009 Pinot Gris
4565,30-12-2015,AA Badenhorst Family Wines
2504,14-08-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
4127,23-10-2015,A Gust of Sun 2010 Niagara
2690,01-04-2015,A Blooming Hill 2009 Pinot Gris
4129,22-09-2015,A Blooming Hill 2008 Pinot Noir
4511,29-06-2015,A Grower's Touch Durif
1602,04-08-2015,A&D Monólogo Avesso P67 Essência
4369,01-02-2015,Aces 2010 Seven Deuce White
1302,29-09-2015,A Portela Mencía
3326,30-04-2015,A Blooming Hill 2009 Pinot Noir
2066,21-05-2015,A Blooming Hill 2009 Chardonnay
3483,15-01-2015,Adnams Wine
2840,12-02-2015,Ad Hoc 'Mixmaster' Blended Red
1807,18-05-2015,A&D Monólogo Malvasia Fina P70
2067,12-08-2015,A&D Monólogo Sauvignon Blanc P704
3783,17-02-2015,AA Badenhorst Family Wines
2884,04-01-2015,Adnams Wine
2908,15-03-2015,AA Badenhorst Family Wines
1330,10-07-2015,Achard-Vincent
2293,08-05-2015,A Blooming Hill 2009 Pinot Noir
3718,20-05-2015,A&D Monólogo Malvasia Fina P70
4338,25-01-2015,A Blooming Hill 2009 Chardonnay
3486,08-11-2015,AA Badenhorst Family Wines
3635,04-09-2015,Aceviño Rosé
2857,18-02-2015,A&D Monólogo Sauvignon Blanc P704
3684,13-08-2015,A Grower's Touch Chadronnay
3120,20-10-2015,Adrice 2016 Montepulciano
3872,19-03-2015,A Grower's Touch Semillon
2777,07-04-2015,A Blooming Hill 2008 Pinot Noir
2702,27-05-2015,A&D Quinta Dos Espinhosos
4796,29-06-2015,A Gust of Sun (except 2010 Niagara)
1564,23-10-2015,A&D Monólogo Avesso P67 Essência
2740,02-07-2015,A&D Liv
1833,13-04-2015,Adler Fels
1757,23-12-2015,A&D Monólogo Sauvignon Blanc P704
2975,24-10-2015,A Blooming Hill 2009 Pinot Noir
4032,10-08-2015,A Blooming Hill 2009 Pinot Gris
3979,16-09-2015,A Grower's Touch Chadronnay
3772,09-03-2015,A Blooming Hill 2008 Pinot Noir
4523,28-10-2015,A Grower's Touch Semillon
4004,19-04-2015,Abacela Wines
2936,08-06-2015,Abel Charlot Brut NV
2394,21-06-2015,AA Badenhorst Family Wines
4616,16-08-2015,AA Badenhorst Family Wines
2362,08-07-2015,AA Badenhorst Family Wines
3593,03-11-2015,A Blooming Hill 2009 Chardonnay
4389,27-08-2015,A&D Quinta Dos Espinhosos
3206,11-08-2015,Adrice 2016 Synergy Cabernet Port
4601,04-01-2015,A Blooming Hill 2009 Chardonnay
4382,13-11-2015,A Grower's Touch Durif
2718,08-06-2015,A&D Monólogo Avesso P67 Essência
4691,12-10-2015,Adrice 2016 Synergy Grenache Port
3735,28-11-2015,Aces 2010 Seven Deuce White
3900,20-12-2015,A Blooming Hill 2008 Mingle
4959,30-06-2015,A Blooming Hill 2009 Pinot Gris
1815,30-08-2015,A Grower's Touch Durif
2454,08-04-2015,Adair 2011 Mountain White
4778,15-01-2015,Adair 2011 Mountain White
2289,04-11-2015,A&D Monólogo Arinto P24
1734,13-07-2015,A Blooming Hill 2009 Pinot Noir
4019,05-02-2015,A&D Singular
4605,28-05-2015,A&D Quinta Dos Espinhosos
4864,14-11-2015,A Blooming Hill 2009 Chardonnay
4205,22-02-2015,A Grower's Touch Durif
1862,03-08-2015,A Grower's Touch Durif
1846,19-07-2015,A Blooming Hill 2009 Pinot Noir
2019,28-05-2015,A Grower's Touch Chadronnay
2042,19-11-2015,Adair 2011 Mountain White
1768,26-05-2015,Ad Hoc 'Mixmaster' Blended Red
3847,26-03-2015,A Grower's Touch Durif
3557,20-07-2015,Abel Charlot Brut NV
3975,27-02-2015,A&D Monólogo Malvasia Fina P70
4198,18-03-2015,A Grower's Touch Durif
2580,04-09-2015,A Grower's Touch Durif
3474,25-08-2015,A&D Monólogo Sauvignon Blanc P704
1678,14-11-2015,A Grower's Touch Chadronnay
4254,14-08-2015,A&D Monólogo Avesso P67
4704,21-08-2015,A Blooming Hill 2008 Mingle
3343,10-05-2015,A Grower's Touch Semillon
3812,24-06-2015,A Grower's Touch Durif
3093,13-03-2015,Adelsheim Stoller Chardonnay (all vintages)
2170,18-06-2015,AA Badenhorst Family Wines
4867,29-10-2015,A Blooming Hill 2009 Pinot Noir
3899,23-03-2015,A Blooming Hill 2009 Pinot Gris
2941,03-10-2015,A&D Monólogo Malvasia Fina P70
1958,03-07-2015,A&D Monólogo Malvasia Fina P70
2760,08-08-2015,A Grower's Touch Semillon
4413,03-08-2015,Ad Hoc 'Mixmaster' Blended White
1737,15-05-2015,A Blooming Hill 2008 Mingle
4202,18-02-2015,Aces 2010 Seven Deuce White
1065,13-11-2015,A Grower's Touch Semillon
3819,28-06-2015,A Gust of Sun (except 2010 Niagara)
2854,08-02-2015,Abacela Wines
4387,16-09-2015,A Blooming Hill 2008 Pinot Noir
4530,12-04-2015,Adelsheim single vineyard Pinot Noirs (all vintages)
4191,03-11-2015,A Blooming Hill 2008 Mingle
3102,04-12-2015,Adair 2011 Mountain White
1946,25-01-2015,Adair Kir Peche
2156,15-05-2015,Achard-Vincent
1444,16-12-2015,A Blooming Hill 2009 Pinot Noir
1699,14-05-2015,A Grower's Touch Chadronnay
4954,04-05-2015,A Blooming Hill 2008 Pinot Noir
2207,08-04-2015,A Grower's Touch Semillon
4826,28-01-2015,Abel Charlot Brut NV
2374,08-06-2015,A Grower's Touch Semillon
1604,18-08-2015,A&D Monólogo Avesso P67 Essência
4437,29-11-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
2319,10-05-2015,A Blooming Hill 2008 Pinot Noir
3018,27-06-2015,A Blooming Hill 2009 Pinot Noir
1195,28-09-2015,A Blooming Hill 2008 Pinot Noir
1768,04-09-2015,A&D Monólogo Avesso P67 Essência
3017,28-09-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
3384,29-11-2015,A&D Monólogo Arinto P24
1918,30-01-2015,A Grower's Touch Durif
2524,17-10-2015,A Grower's Touch Semillon
2798,17-06-2015,A Gust of Sun (except 2010 Niagara)
2096,25-01-2015,A&D Monólogo Avesso P67 Essência
1489,13-03-2015,A&D Quinta Dos Espinhosos
1431,20-07-2015,A&D Monólogo Avesso P67
2747,05-07-2015,A Blooming Hill 2008 Pinot Noir
3054,22-03-2015,A Grower's Touch Semillon
2691,09-10-2015,A Grower's Touch Durif
1752,19-04-2015,A Blooming Hill 2009 Chardonnay
3027,15-09-2015,A&D Monólogo Avesso P67 Essência
4452,17-06-2015,A&D Singular
4129,13-08-2015,A Gust of Sun (except 2010 Niagara)
3523,09-11-2015,A&D Monólogo Sauvignon Blanc P704
2128,11-02-2015,A Blooming Hill 2008 Pinot Noir
4867,03-02-2015,Aceviño Reds
4762,30-10-2015,A Blooming Hill 2009 Pinot Noir
1632,29-05-2015,Adrice 2016 Vivant Sauvignon Blanc
4018,17-11-2015,A&D Monólogo Avesso P67
1722,13-07-2015,A Blooming Hill 2008 Mingle
1438,19-10-2015,A Blooming Hill 2008 Mingle
3958,27-10-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
3292,13-09-2015,A Grower's Touch Durif
2861,23-02-2015,A Blooming Hill 2008 Pinot Noir
1757,24-02-2015,A&D Quinta Dos Espinhosos
1509,30-12-2015,A Blooming Hill 2009 Pinot Gris
2364,11-05-2015,A Blooming Hill 2009 Pinot Noir
3084,26-10-2015,A Grower's Touch Semillon
1850,17-02-2015,A&D Monólogo Avesso P67
1949,17-03-2015,A Blooming Hill 2008 Pinot Noir
4740,02-10-2015,A&D Monólogo Arinto P24
1072,23-10-2015,A Grower's Touch Semillon
4196,09-07-2015,A Blooming Hill 2009 Pinot Noir
4814,13-09-2015,A Blooming Hill 2008 Pinot Noir
1514,28-02-2015,A Blooming Hill 2009 Pinot Noir
4584,25-10-2015,A Gust of Sun (except 2010 Niagara)
2751,03-02-2015,A Blooming Hill 2008 Mingle
4155,24-09-2015,A&D Monólogo Avesso P67 Essência
4670,11-10-2015,A&D Monólogo Avesso P67 Essência
4566,27-07-2015,A Grower's Touch Semillon
2371,30-08-2015,Adastra 2011 Merlot
3442,14-11-2015,A Blooming Hill 2009 Pinot Noir
3090,27-09-2015,AA Badenhorst Family Wines
1457,09-01-2015,A&D Monólogo Avesso P67
4952,08-04-2015,Adler Fels
3165,11-01-2015,A Blooming Hill 2009 Pinot Noir
2608,19-09-2015,A Blooming Hill 2009 Pinot Noir
2040,07-10-2015,Ad Hoc 'Mixmaster' Blended Red
1327,09-08-2015,A Blooming Hill 2009 Pinot Noir
3363,07-01-2015,A Blooming Hill 2009 Pinot Noir
1731,09-09-2015,Ad Hoc 'Mixmaster' Blended White
2760,02-08-2015,A Grower's Touch Chadronnay
3120,14-01-2015,A&D Monólogo Arinto P24
1332,30-04-2015,A&D Singular
4530,12-09-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
3145,23-02-2015,A Grower's Touch Durif
1099,13-08-2015,Adrice 2017 Alma Albariño
3188,06-12-2015,A Blooming Hill 2008 Mingle
3748,13-10-2015,A to Z Wine
4655,31-03-2015,A Blooming Hill 2008 Pinot Noir
1827,01-05-2015,Adair 2011 Mountain White
2485,17-02-2015,Adastra 2012 Chardonnay
4683,15-01-2015,A Grower's Touch Semillon
4358,06-11-2015,A Grower's Touch Durif
1931,09-10-2015,A Grower's Touch Durif
2490,18-12-2015,A&D Monólogo Avesso P67 Essência
4842,08-12-2015,A Gust of Sun (except 2010 Niagara)
4616,01-01-2015,AA Badenhorst Family Wines
2810,22-09-2015,A&D Monólogo Avesso P67 Essência
2785,18-10-2015,A Blooming Hill 2008 Mingle
3591,20-07-2015,A Grower's Touch Semillon
3896,10-09-2015,A&D Monólogo Avesso P67 Essência
3842,01-07-2015,A Grower's Touch Durif
2648,10-07-2015,A Blooming Hill 2008 Mingle
4688,02-10-2015,A&D Monólogo Avesso P67
3511,26-08-2015,A Grower's Touch Semillon
3084,04-09-2015,Ad Hoc 'Mixmaster' Blended White
3810,07-05-2015,Aceviño Rosé
4348,26-02-2015,Ad Hoc 'Mixmaster' Blended Red
3584,10-03-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
2620,11-06-2015,Adair 2012 Black Currant Kir Rouge
2716,18-01-2015,A&D Monólogo Avesso P67 Essência
3797,10-08-2015,A Blooming Hill 2009 Pinot Gris
2976,02-06-2015,Ad Hoc 'Nitty Gritty' Pinot Grigio
2762,07-11-2015,Adrice 2017 Leadfoot Louie
3752,25-04-2015,AA Badenhorst Family Wines
1659,30-11-2015,Abacela Wines
4109,08-02-2015,Aalto Wines
1542,07-08-2015,A&D Quinta Dos Espinhosos
2068,07-06-2015,A Grower's Touch Semillon
4509,14-06-2015,A&D Quinta Dos Espinhosos
4646,14-06-2015,A Grower's Touch Semillon
2122,07-04-2015,Adrice 2017 Vivant Sauvignon Blanc
2730,15-06-2015,A Gust of Sun (except 2010 Niagara)
1800,31-07-2015,Aeris - Chardonnay Igp Terre di Chieti Biologico Vegano
1456,18-09-2015,A Blooming Hill 2009 Pinot Noir
1138,02-09-2015,A Blooming Hill 2008 Pinot Noir
4104,12-06-2015,A&D Quinta Dos Espinhosos
4985,28-02-2015,A Blooming Hill 2009 Pinot Noir
3181,13-12-2015,Aceviño Rosé
3178,21-10-2015,A Grower's Touch Semillon
1688,10-11-2015,Ad Hoc 'Middle of Everywhere' Shiraz
1488,28-11-2015,Adastra 2012 Chardonnay
4975,08-05-2015,A Blooming Hill 2008 Mingle
4697,09-01-2015,A Blooming Hill 2009 Pinot Gris
4742,11-01-2015,Abel Charlot Brut NV
2640,22-04-2015,A Blooming Hill 2009 Pinot Gris
2548,25-12-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
2825,29-12-2015,A&D Monólogo Avesso P67 Essência
2592,04-07-2015,AA Badenhorst Family Wines
3622,28-12-2015,Abel Charlot Brut NV
4852,21-08-2015,A to Z Wine
1839,03-09-2015,Adair 2011 Mountain White
2413,04-04-2015,A Blooming Hill 2008 Pinot Noir
2982,14-06-2015,AA Badenhorst Family Wines
1981,31-10-2015,A Gust of Sun (except 2010 Niagara)
4440,21-09-2015,A Blooming Hill 2009 Pinot Noir
3497,24-11-2015,Adrice 2016 Fool's Gold Bourbon Syrah
3668,18-12-2015,A&D Monólogo Sauvignon Blanc P704
4460,28-05-2015,A&D Singular
1335,16-01-2015,A Grower's Touch Semillon
4303,07-12-2015,A Gust of Sun (except 2010 Niagara)
3508,28-02-2015,Adrice 2017 Vivant Sauvignon Blanc
1959,19-03-2015,A Grower's Touch Chadronnay
3856,06-03-2015,A&D Monólogo Avesso P67 Essência
3141,29-07-2015,A&D Monólogo Sauvignon Blanc P704
4640,25-09-2015,A&D Monólogo Sauvignon Blanc P704
4851,25-05-2015,Ad Hoc 'Mixmaster' Blended White
3306,22-09-2015,A Grower's Touch Semillon
2193,08-04-2015,A&D Monólogo Sauvignon Blanc P704
1156,13-09-2015,Aalto Wines
4596,08-04-2015,A&D Monólogo Malvasia Fina P70
1245,08-10-2015,A Blooming Hill 2008 Mingle
1515,05-07-2015,A Grower's Touch Semillon
2564,14-07-2015,A Grower's Touch Semillon
4527,18-10-2015,Aces 2010 Seven Deuce White
2487,09-07-2015,Adair 2012 Black Currant Kir Rouge
3420,27-02-2015,A Grower's Touch Durif
4442,28-11-2015,A Blooming Hill 2008 Pinot Noir
3164,30-04-2015,A&D Quinta Dos Espinhosos
3601,01-04-2015,A Blooming Hill 2008 Pinot Noir
3176,25-05-2015,Ad Hoc 'Mixmaster' Blended White
2568,22-07-2015,A&D Quinta Dos Espinhosos
1856,26-10-2015,A&D Monólogo Sauvignon Blanc P704
3859,30-09-2015,AA Badenhorst Family Wines
1668,21-08-2015,A Grower's Touch Chadronnay
4499,23-08-2015,A Blooming Hill 2009 Chardonnay
1753,21-08-2015,A&D Monólogo Sauvignon Blanc P704
3829,25-06-2015,A Blooming Hill 2008 Mingle
4825,08-01-2015,A Grower's Touch Durif
3694,10-11-2015,A Gust of Sun (except 2010 Niagara)
4147,02-01-2015,A Grower's Touch Chadronnay
2196,09-10-2015,Adair 2011 Mountain White
2229,22-05-2015,Adair Kir Peche
4724,03-09-2015,A Grower's Touch Chadronnay
3066,11-10-2015,A&D Liv
1120,08-06-2015,Adair 2011 Mountain White
4769,22-08-2015,A Grower's Touch Chadronnay
4711,17-09-2015,A Grower's Touch Semillon
2391,22-06-2015,A Grower's Touch Chadronnay
1216,04-03-2015,Acacia Wine
3154,14-05-2015,A Grower's Touch Chadronnay
3911,30-07-2015,A&D Monólogo Avesso P67 Essência
3111,15-10-2015,Achard-Vincent
1385,26-11-2015,A Blooming Hill 2008 Pinot Noir
1158,21-03-2015,A&D Monólogo Avesso P67
2733,22-07-2015,A&D Monólogo Avesso P67
4999,26-12-2015,A&D Monólogo Arinto P24
2882,12-06-2015,Aalto Wines
2590,25-06-2015,A to Z Wine
4249,04-08-2015,A Grower's Touch Semillon
3012,03-05-2015,African Horizon Cape Red
1533,07-11-2015,A Grower's Touch Chadronnay
1667,12-01-2015,A Grower's Touch Durif
4323,13-05-2015,A Blooming Hill 2008 Pinot Noir
2087,22-02-2015,A Blooming Hill 2009 Pinot Gris
1853,31-05-2015,A Grower's Touch Durif
2157,29-10-2015,AchA Bianca 2013
1136,29-10-2015,A Blooming Hill 2009 Pinot Gris
2049,07-10-2015,A Blooming Hill 2008 Mingle
3122,02-05-2015,Abacela Wines
2245,15-05-2015,A&D Monólogo Avesso P67 Essência
4746,18-10-2015,Adair 2011 Mountain White
4224,24-02-2015,A Gust of Sun (except 2010 Niagara)
4219,19-03-2015,Aalto Wines
2641,01-01-2015,Aces 2009 Seven Deuce Red
3173,25-07-2015,Adler Fels
2191,19-10-2015,A Grower's Touch Durif
4212,07-04-2015,A Gust of Sun (except 2010 Niagara)
1902,01-12-2015,A Gust of Sun (except 2010 Niagara)
1347,27-03-2015,A Grower's Touch Durif
1578,23-06-2015,A to Z Wine
1264,23-11-2015,Aces 2009 Pocket Kings Red Wine
4632,30-09-2015,A Grower's Touch Semillon
3452,01-11-2015,Aalto Wines
4822,10-02-2015,A&D Monólogo Arinto P24
3987,18-06-2015,A&D Monólogo Avesso P67 Essência
1672,07-10-2015,A Blooming Hill 2008 Pinot Noir
4864,01-12-2015,Adair 2012 Black Currant Kir Rouge
3368,09-03-2015,A Grower's Touch Semillon
1283,22-09-2015,A&D Monólogo Sauvignon Blanc P704
4428,28-06-2015,A&D Monólogo Avesso P67 Essência
2577,25-10-2015,A&D Monólogo Avesso P67 Essência
1973,24-10-2015,A Grower's Touch Durif
3284,23-01-2015,A Portela Mencía
1905,19-05-2015,Aces 2009 Pocket Kings Red Wine
2226,09-03-2015,Aalto Wines
1932,04-09-2015,A&D Monólogo Avesso P67
4506,11-08-2015,A&D Quinta Dos Espinhosos
1843,27-11-2015,Ad Hoc 'Mixmaster' Blended White
3973,27-07-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
1651,28-07-2015,A Grower's Touch Durif
3997,12-10-2015,A&D Quinta Dos Espinhosos
4796,25-08-2015,Adrice 2016 La Montagna Nebbiolo
1245,24-09-2015,Aceviño Rosé
3579,17-08-2015,Afternoon Delight Wines
4387,10-02-2015,A&D Monólogo Sauvignon Blanc P704
2496,29-06-2015,A Gust of Sun (except 2010 Niagara)
3590,28-03-2015,A Gust of Sun (except 2010 Niagara)
2890,26-04-2015,AchA Bianca 2013
1401,27-01-2015,AA Badenhorst Family Wines
3297,21-05-2015,A Blooming Hill 2009 Pinot Gris
2867,23-12-2015,A Gust of Sun (except 2010 Niagara)
1365,20-05-2015,A Blooming Hill 2009 Pinot Gris
2355,24-07-2015,A Blooming Hill 2008 Mingle
1170,19-03-2015,A Blooming Hill 2008 Pinot Noir
3554,21-03-2015,A Grower's Touch Durif
4171,26-01-2015,A&D Monólogo Avesso P67 Essência
3963,17-09-2015,A Blooming Hill 2008 Pinot Noir
3076,08-12-2015,A Blooming Hill 2009 Pinot Noir
1629,17-05-2015,A Grower's Touch Chadronnay
1366,30-05-2015,A Blooming Hill 2008 Pinot Noir
3677,29-07-2015,A&D Singular
2844,21-05-2015,A Blooming Hill 2008 Mingle
4509,28-09-2015,Adrice 2014 Pardonné Pinot Noir
3245,11-05-2015,Aces 2010 Seven Deuce White
2294,22-06-2015,Abel Charlot Brut NV
1234,20-11-2015,Adrice 2015 Etouffant Red Mountain Merlot
3001,24-12-2015,A Blooming Hill 2008 Pinot Noir
3587,05-08-2015,A&D Monólogo Sauvignon Blanc P704
2700,22-01-2015,Aces 2010 Seven Deuce White
3838,14-12-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
4045,22-12-2015,A&D Monólogo Arinto P24
1858,25-04-2015,A to Z Wine
2280,11-01-2015,A Blooming Hill 2008 Mingle
2454,06-04-2015,Abel Charlot Brut NV
4437,09-10-2015,A&D Quinta Dos Espinhosos
1685,30-03-2015,Ad Hoc 'Mixmaster' Blended Red
2349,26-02-2015,A&D Monólogo Avesso P67 Essência
1463,24-12-2015,A&D Monólogo Avesso P67 Essência
3470,19-02-2015,A&D Monólogo Sauvignon Blanc P704
4914,29-11-2015,A Blooming Hill 2008 Pinot Noir
2448,31-08-2015,A Grower's Touch Semillon
3387,10-05-2015,Aces 2010 Seven Deuce White
3167,04-11-2015,Aces 2010 Seven Deuce White
3175,17-03-2015,A Grower's Touch Semillon
2678,21-09-2015,Aalto Wines
4627,18-12-2015,AA Badenhorst Family Wines
1773,17-10-2015,A Grower's Touch Semillon
3100,23-05-2015,A Grower's Touch Semillon
3232,29-05-2015,Aalto Wines
3673,12-08-2015,A Grower's Touch Semillon
4068,19-11-2015,Achard-Vincent
2340,07-10-2015,Agala Wine
1930,01-03-2015,A Blooming Hill 2008 Mingle
3526,02-06-2015,A Grower's Touch Durif
1617,10-02-2015,A Blooming Hill 2009 Pinot Noir
1028,11-07-2015,Ad Hoc 'The Riddler' Sparkling Wine
4440,01-12-2015,AchA Red 2009
3554,23-07-2015,A Grower's Touch Chadronnay
1632,15-12-2015,Adastra 2012 Chardonnay
1429,07-02-2015,A Blooming Hill 2008 Pinot Noir
1225,20-05-2015,Adelsheim Caitlin’s Reserve Chardonnay (all vintages)
2509,15-07-2015,A&D Monólogo Malvasia Fina P70
4945,02-08-2015,A Blooming Hill 2009 Pinot Gris
4342,18-03-2015,A Blooming Hill 2008 Pinot Noir
1832,28-09-2015,A&D Quinta Dos Espinhosos
1518,21-06-2015,A Blooming Hill 2008 Mingle
1512,20-09-2015,A Gust of Sun (except 2010 Niagara)
4818,20-03-2015,A Blooming Hill 2009 Pinot Gris
4686,19-08-2015,A&D Monólogo Avesso P67 Essência
4986,01-02-2015,A Blooming Hill 2008 Pinot Noir
2755,06-02-2015,A Blooming Hill 2009 Pinot Noir
4532,29-11-2015,Agran Araucano Wines
2070,16-08-2015,Adair 2012 Black Currant Kir Rouge
1894,09-05-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
3473,25-01-2015,A Blooming Hill 2008 Pinot Noir
2140,28-09-2015,Adastra 2012 Chardonnay
3286,23-12-2015,Ad Hoc 'Middle of Everywhere' Shiraz
4729,08-04-2015,Adelsheim Willamette Valley Pinot Noirs (2008 and earlier)
3204,20-02-2015,A Blooming Hill 2008 Mingle
1574,18-04-2015,A Blooming Hill 2009 Pinot Gris
3361,22-07-2015,A&D Casa Do Arrabalde
1776,25-02-2015,Adair 2012 Black Currant Kir Rouge
2009,11-10-2015,A Blooming Hill 2008 Mingle
3479,24-03-2015,A Grower's Touch Semillon
2394,22-11-2015,A Gust of Sun 2010 Niagara
1337,25-12-2015,A Blooming Hill 2009 Pinot Gris
3574,13-06-2015,A Blooming Hill 2008 Mingle
1727,18-07-2015,A Grower's Touch Chadronnay
1016,05-10-2015,Adastra 2011 Merlot
4326,21-01-2015,A Grower's Touch Durif
2212,22-09-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
1990,01-08-2015,A Grower's Touch Chadronnay
3836,06-12-2015,A&D Monólogo Avesso P67
4560,01-07-2015,Ad Hoc 'Mixmaster' Blended White
1119,04-02-2015,Aceviño Rosé
1379,18-05-2015,A&D Quinta Dos Espinhosos
1658,03-09-2015,A&D Monólogo Avesso P67 Essência
2948,16-06-2015,A Grower's Touch Semillon
1273,04-05-2015,Agricultura Vinho Regional Alentejano
1155,27-12-2015,A Grower's Touch Semillon
1672,05-02-2015,A Blooming Hill 2009 Chardonnay
3841,02-04-2015,A Grower's Touch Semillon
1683,20-08-2015,A Blooming Hill 2008 Pinot Noir
1774,07-08-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
4441,17-06-2015,A to Z Wine
1929,02-05-2015,A Gust of Sun (except 2010 Niagara)
1273,31-01-2015,A&D Quinta Dos Espinhosos
2920,11-10-2015,A Grower's Touch Chadronnay
2467,18-04-2015,Agripunica Barrua
2678,28-11-2015,Adair Kir Peche
3423,02-06-2015,A&D Monólogo Avesso P67 Essência
4223,19-07-2015,A Grower's Touch Chadronnay
2846,23-09-2015,A Blooming Hill 2009 Pinot Gris
4103,26-07-2015,A Gust of Sun (except 2010 Niagara)
4789,02-05-2015,Adair 2012 Black Currant Kir Rouge
4916,26-02-2015,A&D Quinta Dos Espinhosos
2518,03-05-2015,A&D Quinta Dos Espinhosos
2622,07-03-2015,Adastra 2012 Chardonnay
4321,29-01-2015,A Blooming Hill 2008 Mingle
2050,28-06-2015,Adler Fels
2146,20-06-2015,Aalto Wines
3938,26-05-2015,Aalto Wines
1636,19-09-2015,A Blooming Hill 2009 Pinot Noir
4694,29-07-2015,Adair 2012 Black Currant Kir Rouge
2432,07-07-2015,Abacela Wines
4937,18-05-2015,A Blooming Hill 2008 Pinot Noir
1293,01-03-2015,A Blooming Hill 2008 Pinot Noir
2883,17-02-2015,A Grower's Touch Chadronnay
2267,30-01-2015,A Grower's Touch Durif
3997,09-06-2015,A&D Quinta Dos Espinhosos
4792,20-07-2015,Acacia Wine
2292,25-03-2015,Adelsheim single vineyard Pinot Noirs (all vintages)
1018,23-05-2015,A&D Liv Rosé
4922,13-02-2015,A Grower's Touch Durif
3151,25-09-2015,A&D Monólogo Arinto P24
